ENEMY,ROWID,CH1Pos,CH2Pos,CH3Pos,CH4Pos,CH5Pos
1,29754,3,4,1,0,2
1,29756,0,2,3,1,4
1,29758,1,3,0,4,2
1,29759,4,3,0,1,2
1,29761,0,2,4,3,1
1,29763,2,3,0,1,4
1,29768,4,0,1,2,3
1,29769,2,0,1,3,4
1,29770,1,0,4,2,3
1,29773,3,4,1,2,0
1,29774,2,4,0,3,1
1,29776,1,3,4,0,2
1,29781,4,2,0,1,3
1,29782,3,0,2,1,4
1,29783,3,4,2,1,0
1,29784,1,2,4,0,3
1,29786,0,2,4,1,3
1,29787,4,1,3,2,0
1,29788,0,1,2,4,3
1,29792,1,4,3,0,2
1,29795,0,1,3,2,4
1,29798,0,4,3,2,1
1,29801,1,2,4,0,3
1,29807,0,3,4,2,1
1,29811,4,1,2,0,3
1,29812,1,0,4,3,2
1,29813,1,4,0,3,2
1,29817,1,3,2,0,4
1,29818,2,1,0,3,4
1,29819,4,3,2,1,0
1,29821,1,2,0,4,3
1,29823,0,1,2,3,4
1,29825,4,3,0,2,1
1,29826,4,0,2,3,1
1,29827,2,1,3,0,4
1,29828,0,4,1,2,3
1,29832,3,1,0,2,4
1,29833,0,4,3,2,1
1,29834,1,3,4,0,2
1,29835,3,4,1,2,0
1,29836,1,3,4,0,2
1,29838,0,2,3,4,1
1,29840,3,4,2,1,0
1,29843,1,2,3,4,0
1,29847,0,1,2,3,4
1,29849,0,1,3,4,2
1,29852,2,0,1,4,3
1,29853,3,4,2,1,0
1,29856,4,3,0,2,1
1,29857,3,1,2,0,4
1,29860,0,2,1,4,3
1,29862,1,0,3,2,4
1,29864,3,1,4,0,2
1,29866,4,3,1,2,0
1,29869,4,3,2,1,0
1,29870,3,2,1,4,0
1,29871,3,4,0,2,1
1,29872,3,1,2,4,0
1,29873,1,3,4,0,2
1,29876,0,2,1,3,4
1,29877,1,2,0,3,4
1,29878,2,3,1,4,0
1,29882,2,1,3,0,4
1,29883,3,0,4,1,2
1,29884,0,3,2,1,4
1,29885,3,4,0,2,1
1,29889,2,1,3,4,0
1,29890,4,1,2,0,3
1,29891,0,1,2,3,4
1,29892,3,4,1,2,0
1,29893,4,0,3,2,1
1,29895,4,1,2,0,3
1,29900,4,2,1,3,0
1,29901,0,3,4,2,1
1,29902,2,3,4,0,1
1,29905,3,0,4,1,2
1,29907,2,4,1,3,0
1,29915,3,2,1,0,4
1,29918,0,2,3,4,1
1,29921,1,2,0,4,3
1,29923,4,0,2,1,3
1,29924,3,4,2,0,1
1,29925,1,3,0,4,2
1,29926,1,2,4,3,0
1,29927,3,2,4,1,0
1,29928,3,0,2,4,1
1,29929,1,2,4,0,3
1,29930,0,2,1,3,4
1,29931,4,2,0,3,1
1,29934,4,2,0,3,1
1,29935,0,3,2,1,4
1,29936,2,0,3,1,4
1,29938,0,3,1,4,2
1,29940,3,0,4,1,2
1,29941,0,1,3,2,4
1,29942,1,4,3,2,0
1,29945,0,3,4,1,2
1,29946,0,2,4,1,3
1,29947,2,0,4,1,3
1,29949,3,1,2,4,0
1,29950,4,1,2,3,0
1,29951,2,3,0,4,1
1,29952,3,2,0,4,1
1,29953,4,2,3,1,0
1,29955,2,3,4,0,1
1,29956,4,3,2,0,1
1,29957,2,4,3,0,1
1,29958,4,3,0,1,2
1,29959,1,3,4,2,0
1,29961,0,4,3,2,1
1,29963,3,0,1,4,2
1,29965,1,2,4,0,3
1,29966,4,2,3,1,0
1,29968,0,4,3,2,1
1,29970,0,2,1,3,4
1,29971,4,3,2,1,0
1,29972,1,0,2,3,4
1,29978,4,3,0,1,2
1,29979,3,1,0,2,4
1,29980,2,3,1,4,0
1,29981,0,1,3,2,4
1,29982,4,3,2,0,1
1,29983,1,0,3,2,4
1,29985,3,4,2,0,1
1,29990,1,0,2,3,4
1,29995,3,2,0,1,4
1,29996,0,2,4,3,1
1,29997,3,2,0,1,4
1,29998,2,1,0,3,4
1,29999,3,0,2,1,4
1,30002,0,2,4,3,1
1,30003,1,3,0,4,2
1,30004,4,3,0,1,2
1,30005,2,4,1,0,3
1,30006,1,2,4,3,0
1,30008,0,2,4,3,1
1,30012,1,0,4,3,2
1,30017,4,2,1,3,0
1,30019,0,1,4,2,3
1,30024,4,2,0,1,3
1,30025,4,3,0,1,2
1,30027,1,2,4,0,3
1,30030,4,1,0,3,2
1,30031,2,3,4,1,0
1,30034,0,1,3,4,2
1,30035,0,4,3,2,1
1,30038,3,0,4,2,1
1,30042,2,0,3,1,4
1,30043,3,0,4,2,1
1,30044,2,0,4,3,1
1,30047,3,2,1,0,4
1,30049,1,3,4,2,0
1,30050,3,0,4,1,2
1,30054,3,2,1,4,0
1,30056,2,4,1,0,3
1,30060,0,4,2,1,3
1,30061,3,2,1,0,4
1,30062,0,4,3,1,2
1,30066,3,2,0,1,4
1,30067,4,3,2,0,1
1,30068,3,2,4,1,0
1,30072,0,4,3,1,2
1,30073,2,1,3,4,0
1,30074,0,1,3,2,4
1,30075,0,2,4,1,3
1,30078,1,2,0,3,4
1,30079,1,3,0,4,2
1,30083,0,2,3,4,1
1,30086,0,2,1,4,3
1,30088,1,4,0,2,3
1,30093,2,0,1,3,4
1,30098,2,0,4,3,1
1,30099,4,1,3,2,0
1,30102,2,0,1,3,4
1,30104,2,1,3,4,0
1,30114,3,2,4,0,1
1,30115,4,0,2,3,1
1,30117,1,4,3,0,2
1,30118,0,2,3,1,4
1,30119,2,3,1,4,0
1,30121,2,0,3,4,1
1,30123,3,4,2,0,1
1,30124,2,0,3,1,4
1,30125,3,4,2,0,1
1,30127,0,2,1,4,3
1,30128,4,2,1,3,0
1,30129,4,1,2,0,3
1,30131,2,1,0,4,3
1,30132,4,3,2,0,1
1,30134,4,1,2,0,3
1,30135,3,1,4,2,0
1,30139,2,3,0,4,1
1,30140,1,4,3,2,0
1,30144,0,2,4,1,3
1,30148,2,0,1,4,3
1,30149,1,2,0,4,3
1,30150,3,1,4,2,0
1,30151,0,4,1,2,3
1,30152,2,0,4,1,3
1,30153,2,0,4,1,3
1,30154,3,1,4,2,0
1,30157,2,0,3,4,1
1,30159,0,1,2,3,4
1,30161,1,3,0,2,4
1,30162,1,3,0,2,4
1,30163,3,2,1,4,0
1,30165,1,2,4,3,0
1,30169,1,0,3,4,2
1,30170,2,0,4,1,3
1,30174,2,4,1,3,0
1,30176,0,4,3,2,1
1,30177,0,4,1,3,2
1,30180,4,2,1,0,3
1,30181,1,3,4,0,2
1,30182,0,4,2,1,3
1,30183,1,3,0,4,2
1,30184,1,4,2,3,0
1,30186,3,4,0,2,1
1,30187,1,2,3,0,4
1,30188,1,3,0,4,2
1,30191,0,1,2,3,4
1,30193,4,2,0,3,1
1,30194,1,2,0,3,4
1,30195,0,1,3,2,4
1,30199,1,2,3,4,0
1,30200,0,1,2,4,3
1,30203,2,4,0,1,3
1,30205,2,1,3,0,4
1,30206,1,2,0,4,3
1,30211,4,0,1,2,3
1,30212,1,3,4,2,0
1,30214,1,2,0,3,4
1,30219,1,4,3,0,2
1,30222,1,0,2,3,4
1,30225,3,0,2,4,1
1,30226,4,0,1,2,3
1,30227,0,4,2,1,3
1,30228,3,4,1,0,2
1,30229,2,1,4,0,3
1,30232,1,4,3,0,2
1,30238,1,3,2,0,4
1,30239,3,0,1,2,4
1,30240,2,0,4,3,1
1,30245,4,2,0,1,3
1,30247,3,4,2,1,0
1,30249,4,3,0,1,2
1,30250,3,0,4,1,2
1,30251,2,1,0,4,3
1,30253,1,3,2,4,0
1,30254,1,3,0,4,2
1,30255,0,1,4,2,3
1,30257,2,4,3,1,0
1,30258,1,3,4,2,0
1,30260,0,1,3,4,2
1,30261,2,3,4,0,1
1,30262,3,4,2,0,1
1,30263,3,1,0,2,4
1,30265,0,3,2,4,1
1,30266,0,3,4,1,2
1,30268,4,1,0,3,2
1,30269,0,3,2,4,1
1,30272,1,4,3,0,2
1,30274,2,1,3,4,0
1,30275,4,1,0,3,2
1,30278,4,3,1,0,2
1,30281,1,0,2,4,3
1,30282,2,1,0,4,3
1,30283,1,0,4,2,3
1,30286,1,4,3,0,2
1,30291,0,3,2,4,1
1,30293,3,1,0,2,4
1,30296,2,4,3,0,1
1,30300,1,3,4,0,2
1,30301,2,1,0,4,3
1,30302,3,0,4,1,2
1,30305,4,0,3,1,2
1,30306,2,1,0,4,3
1,30307,3,4,2,1,0
1,30311,0,1,4,3,2
1,30312,3,4,2,0,1
1,30313,3,0,4,2,1
1,30315,1,0,2,3,4
1,30316,4,3,1,0,2
1,30318,3,0,4,1,2
1,30319,0,3,2,4,1
1,30324,1,0,2,4,3
1,30328,3,1,0,4,2
1,30330,2,3,0,1,4
1,30333,3,0,4,2,1
1,30334,3,2,4,1,0
1,30336,4,3,2,1,0
1,30337,1,0,4,3,2
1,30338,1,3,2,0,4
1,30341,2,4,1,3,0
1,30345,1,2,4,3,0
1,30347,0,4,1,2,3
1,30351,2,3,4,1,0
1,30352,0,2,4,3,1
1,30354,0,2,1,3,4
1,30355,2,1,4,3,0
1,30356,1,2,0,3,4
1,30357,0,3,1,2,4
1,30358,2,0,1,3,4
1,30359,4,1,0,3,2
1,30370,4,1,0,2,3
1,30374,0,2,4,3,1
1,30375,3,1,0,2,4
1,30376,0,3,1,2,4
1,30377,4,2,0,1,3
1,30380,4,0,3,2,1
1,30381,1,0,4,2,3
1,30383,2,3,1,0,4
1,30384,4,3,2,0,1
1,30385,3,4,0,2,1
1,30387,1,4,3,0,2
1,30391,1,4,3,0,2
1,30393,3,2,0,1,4
1,30395,3,4,2,0,1
1,30396,2,0,3,4,1
1,30397,0,4,2,3,1
1,30398,0,4,3,1,2
1,30401,0,4,3,2,1
1,30403,2,1,0,4,3
1,30405,4,3,2,0,1
1,30407,3,4,0,2,1
1,30408,1,2,0,4,3
1,30411,3,0,4,2,1
1,30412,2,4,0,3,1
1,30414,0,1,2,3,4
1,30415,2,3,1,0,4
1,30416,2,0,1,3,4
1,30417,3,1,0,2,4
1,30421,0,4,3,2,1
1,30424,4,0,2,1,3
1,30426,4,0,3,2,1
1,30427,2,1,0,4,3
1,30430,1,2,3,4,0
1,30433,3,4,0,2,1
1,30437,0,3,4,1,2
1,30439,1,3,2,4,0
1,30440,3,4,1,0,2
1,30442,4,3,2,0,1
1,30444,4,2,0,3,1
1,30445,4,2,3,0,1
1,30448,0,2,3,4,1
1,30452,2,3,1,0,4
1,30454,1,3,2,4,0
1,30457,4,2,1,0,3
1,30458,1,4,0,2,3
1,30459,4,0,3,1,2
1,30460,0,3,4,2,1
1,30461,4,2,0,3,1
1,30462,4,1,3,0,2
1,30463,2,3,4,0,1
1,30464,3,4,2,0,1
1,30468,3,0,1,2,4
1,30472,4,0,1,3,2
1,30473,0,2,4,3,1
1,30475,2,0,3,1,4
1,30476,3,0,4,1,2
1,30477,4,3,0,1,2
1,30479,2,4,3,1,0
1,30480,1,0,3,4,2
1,30481,4,1,2,3,0
1,30484,0,1,4,3,2
1,30486,1,4,0,3,2
1,30488,0,3,2,1,4
1,30489,4,0,2,3,1
1,30490,4,2,1,0,3
1,30491,3,2,4,0,1
1,30493,0,1,4,2,3
1,30496,1,0,3,2,4
1,30498,4,1,2,3,0
1,30500,4,1,3,0,2
1,30502,0,3,4,2,1
1,30503,2,4,3,1,0
1,30504,1,2,3,0,4
1,30505,1,4,2,0,3
1,30506,2,3,4,1,0
1,30508,1,3,2,4,0
1,30513,3,0,4,2,1
1,30516,2,4,3,1,0
1,30519,0,4,2,1,3
1,30520,4,0,1,3,2
1,30523,3,4,2,1,0
1,30525,3,0,4,1,2
1,30530,0,2,1,4,3
1,30533,2,4,3,0,1
1,30534,1,2,3,4,0
1,30536,0,1,3,4,2
1,30537,2,1,0,3,4
1,30538,4,1,0,3,2
1,30539,1,4,2,3,0
1,30540,0,4,3,2,1
1,30543,1,4,3,0,2
1,30545,4,1,3,0,2
1,30547,0,3,1,2,4
1,30550,4,3,2,0,1
1,30552,2,4,3,0,1
1,30553,2,0,1,3,4
1,30554,1,3,4,0,2
1,30558,3,0,1,2,4
1,30559,0,3,1,4,2
1,30560,1,4,0,2,3
1,30561,2,4,1,3,0
1,30563,0,1,4,2,3
1,30564,0,1,3,4,2
1,30565,4,0,3,2,1
1,30566,3,1,2,4,0
1,30567,2,3,0,4,1
1,30569,4,3,2,0,1
1,30573,2,1,4,3,0
1,30576,4,2,3,0,1
1,30580,0,2,4,1,3
1,30585,4,2,0,3,1
1,30587,3,1,4,2,0
1,30589,4,1,0,2,3
1,30591,2,4,0,1,3
1,30593,1,2,3,4,0
1,30595,0,2,1,3,4
1,30596,0,4,1,3,2
1,30598,3,4,0,1,2
1,30599,2,0,1,4,3
1,30602,3,2,4,1,0
1,30605,3,4,2,0,1
1,30607,1,4,0,2,3
1,30608,3,2,1,0,4
1,30609,3,4,2,1,0
1,30610,3,4,2,1,0
1,30612,2,0,3,1,4
1,30613,2,0,1,4,3
1,30616,0,3,1,4,2
1,30617,1,0,2,3,4
1,30618,0,1,2,4,3
1,30619,1,2,0,3,4
1,30621,3,4,2,1,0
1,30622,3,4,1,0,2
1,30626,2,0,1,4,3
1,30627,2,0,3,4,1
1,30628,4,0,2,1,3
1,30632,3,2,1,4,0
1,30633,3,4,0,2,1
1,30635,4,3,1,0,2
1,30640,1,4,0,2,3
1,30642,4,3,2,1,0
1,30643,0,3,1,2,4
1,30644,0,2,4,1,3
1,30645,3,4,0,2,1
1,30646,4,1,3,0,2
1,30648,2,3,0,1,4
1,30650,0,2,4,3,1
1,30651,2,0,1,4,3
1,30653,0,4,3,1,2
1,30654,3,4,1,2,0
1,30657,0,2,4,3,1
1,30659,4,0,3,2,1
1,30663,0,4,2,3,1
1,30669,1,3,2,4,0
1,30670,0,1,2,4,3
1,30674,1,4,2,3,0
1,30675,0,4,3,1,2
1,30677,1,4,3,2,0
1,30679,1,2,0,4,3
1,30680,1,2,3,4,0
1,30681,0,2,1,3,4
1,30682,0,1,2,3,4
1,30686,0,3,2,1,4
1,30687,2,1,0,3,4
1,30689,4,0,3,2,1
1,30693,0,1,2,4,3
1,30696,4,0,1,3,2
1,30697,2,3,0,1,4
1,30706,2,0,3,1,4
1,30707,2,3,0,1,4
1,30710,1,4,3,0,2
1,30711,0,4,3,1,2
1,30712,2,3,1,4,0
1,30715,3,4,0,2,1
1,30716,3,4,2,1,0
1,30719,3,4,0,2,1
1,30722,0,2,3,1,4
1,30725,0,2,1,3,4
1,30726,0,1,4,3,2
1,30727,0,2,4,3,1
1,30730,2,0,1,4,3
1,30731,1,0,4,3,2
1,30732,0,4,1,2,3
1,30735,0,1,2,3,4
1,30736,2,1,4,0,3
1,30737,0,3,4,1,2
1,30738,2,0,4,3,1
1,30741,3,4,2,0,1
1,30742,0,1,2,3,4
1,30745,0,3,4,2,1
1,30746,0,1,4,2,3
1,30747,1,0,2,3,4
1,30756,2,3,1,0,4
1,30757,0,1,3,4,2
1,30758,3,2,1,4,0
1,30759,2,1,0,3,4
1,30762,0,1,3,4,2
1,30765,4,3,2,1,0
1,30769,4,0,1,2,3
1,30770,2,4,1,0,3
1,30773,0,3,1,2,4
1,30775,1,4,0,3,2
1,30776,3,4,1,2,0
1,30777,0,2,4,3,1
1,30778,0,2,3,4,1
1,30779,0,3,1,2,4
1,30782,3,2,0,4,1
1,30786,1,2,3,4,0
1,30788,1,2,3,0,4
1,30791,4,1,0,3,2
1,30792,4,3,1,0,2
1,30793,2,4,3,1,0
1,30795,0,1,4,3,2
1,30796,4,3,1,0,2
1,30797,2,1,4,3,0
1,30798,1,3,2,0,4
1,30800,0,3,2,4,1
1,30802,2,0,1,3,4
1,30803,0,4,1,3,2
1,30808,1,0,4,2,3
1,30809,1,4,3,2,0
1,30811,0,4,1,3,2
1,30812,3,2,4,1,0
1,30813,2,3,0,1,4
1,30814,2,3,0,1,4
1,30816,3,4,0,2,1
1,30817,2,3,1,4,0
1,30822,0,3,4,1,2
1,30824,4,3,2,0,1
1,30826,0,1,4,2,3
1,30827,2,3,1,0,4
1,30828,4,1,0,2,3
1,30830,2,4,1,0,3
1,30831,1,2,4,3,0
1,30838,4,0,1,3,2
1,30846,2,3,4,1,0
1,30847,0,3,2,1,4
1,30850,0,4,3,1,2
1,30854,2,3,4,0,1
1,30857,1,2,3,0,4
1,30858,1,2,0,4,3
1,30859,3,0,1,4,2
1,30860,1,2,3,4,0
1,30861,4,3,1,2,0
1,30862,0,2,4,1,3
1,30863,3,4,0,1,2
1,30869,3,4,1,2,0
1,30870,0,3,4,1,2
1,30873,0,4,3,1,2
1,30875,3,4,2,1,0
1,30879,3,2,1,0,4
1,30880,0,4,3,1,2
1,30881,2,0,3,1,4
1,30886,0,3,1,2,4
1,30887,4,2,3,1,0
1,30888,3,1,2,0,4
1,30890,0,2,1,3,4
1,30891,2,0,1,3,4
1,30894,4,2,1,0,3
1,30897,3,0,2,4,1
1,30899,1,3,4,2,0
1,30902,0,1,2,4,3
1,30906,0,1,2,4,3
1,30908,0,3,2,4,1
1,30909,3,1,2,0,4
1,30910,2,1,4,0,3
1,30913,4,2,1,3,0
1,30914,4,3,2,1,0
1,30916,1,4,3,0,2
1,30921,4,3,0,2,1
1,30922,2,1,0,4,3
1,30924,1,2,0,4,3
1,30925,4,2,1,0,3
1,30930,0,3,1,2,4
1,30933,3,0,4,1,2
1,30934,2,4,3,0,1
1,30941,2,0,1,4,3
1,30942,1,4,2,0,3
1,30944,3,0,2,1,4
1,30946,0,3,2,4,1
1,30947,2,3,0,1,4
1,30951,1,0,2,3,4
1,30954,0,2,4,1,3
1,30955,0,3,2,1,4
1,30956,0,3,4,1,2
1,30959,2,1,0,4,3
1,30963,3,0,4,1,2
1,30969,2,1,0,4,3
1,30970,4,1,2,0,3
1,30973,3,4,1,2,0
1,30974,2,0,3,4,1
1,30975,2,1,3,0,4
1,30980,0,2,1,4,3
1,30985,2,3,0,1,4
1,30986,2,3,0,4,1
1,30988,1,4,0,3,2
1,30989,0,1,3,4,2
1,30991,2,1,4,0,3
1,30992,0,2,4,3,1
1,30993,0,2,4,1,3
1,30996,3,4,2,0,1
1,30997,4,1,0,3,2
1,31000,3,2,4,0,1
1,31001,1,3,4,2,0
1,31003,4,3,0,1,2
1,31004,2,3,4,0,1
1,31008,4,0,3,2,1
1,31009,4,2,1,3,0
1,31011,0,4,3,1,2
1,31016,4,0,1,3,2
1,31020,0,3,4,2,1
1,31022,3,2,0,1,4
1,31023,4,0,3,1,2
1,31024,4,1,0,2,3
1,31026,1,2,3,0,4
1,31028,2,4,1,3,0
1,31031,4,0,2,3,1
1,31032,0,2,1,3,4
1,31036,3,0,4,1,2
1,31038,2,1,4,0,3
1,31039,2,4,3,0,1
1,31041,1,2,4,3,0
1,31043,2,0,1,4,3
1,31051,2,3,1,4,0
1,31052,4,0,1,2,3
1,31054,4,3,0,2,1
1,31057,1,0,4,3,2
1,31058,0,4,2,3,1
1,31059,4,2,0,1,3
1,31062,4,3,1,2,0
1,31064,2,4,0,3,1
1,31065,1,2,4,0,3
1,31067,1,4,3,0,2
1,31068,0,3,1,4,2
1,31070,0,1,2,3,4
1,31072,4,2,0,1,3
1,31074,0,1,3,4,2
1,31075,1,4,3,2,0
1,31076,4,1,2,3,0
1,31077,1,0,2,4,3
1,31079,4,0,1,3,2
1,31080,1,2,3,4,0
1,31083,0,4,2,1,3
1,31085,0,4,2,1,3
1,31086,1,3,4,2,0
1,31090,2,1,4,0,3
1,31091,4,3,0,2,1
1,31094,0,4,3,1,2
1,31096,0,1,3,4,2
1,31098,2,4,0,3,1
1,31099,3,2,0,1,4
1,31101,4,1,3,2,0
1,31103,0,3,4,2,1
1,31107,3,1,4,2,0
1,31109,2,4,3,0,1
1,31118,0,1,2,4,3
1,31119,0,1,4,3,2
1,31121,1,2,3,0,4
1,31123,0,1,2,3,4
1,31124,0,4,2,1,3
1,31126,0,4,1,2,3
1,31128,3,2,1,0,4
1,31130,3,4,2,1,0
1,31131,2,1,3,0,4
1,31134,0,1,3,4,2
1,31135,1,3,2,0,4
1,31137,0,4,2,3,1
1,31138,0,1,4,2,3
1,31139,4,2,0,1,3
1,31140,3,0,1,2,4
1,31141,2,4,3,1,0
1,31142,0,1,4,3,2
1,31143,2,0,3,1,4
1,31144,3,2,4,1,0
1,31146,4,0,2,3,1
1,31147,4,0,2,1,3
1,31149,1,2,4,3,0
1,31150,2,3,4,1,0
1,31151,2,1,4,3,0
1,31153,2,0,4,3,1
1,31155,3,2,1,4,0
1,31157,3,2,4,0,1
1,31160,1,3,2,0,4
1,31161,1,2,3,4,0
1,31162,0,4,1,3,2
1,31164,4,0,3,1,2
1,31167,4,2,3,0,1
1,31170,1,0,3,2,4
1,31173,1,4,3,2,0
1,31174,0,2,3,4,1
1,31177,1,3,4,0,2
1,31178,1,2,3,0,4
1,31180,3,1,4,0,2
1,31184,4,0,3,2,1
1,31187,0,4,3,1,2
1,31188,0,2,4,3,1
1,31189,2,0,1,3,4
1,31190,4,3,2,0,1
1,31193,1,4,0,2,3
1,31194,4,0,2,1,3
1,31198,1,2,3,4,0
1,31202,4,3,2,0,1
1,31203,3,1,0,4,2
1,31205,0,4,2,1,3
1,31206,3,1,0,4,2
1,31208,3,4,2,0,1
1,31210,3,1,4,0,2
1,31211,3,4,1,2,0
1,31212,4,3,1,0,2
1,31214,4,1,0,2,3
1,31215,4,3,1,2,0
1,31216,4,3,2,1,0
1,31217,2,1,0,3,4
1,31218,2,3,1,4,0
1,31219,3,0,2,1,4
1,31220,1,3,2,0,4
1,31221,1,2,0,3,4
1,31228,4,0,3,1,2
1,31230,3,2,4,1,0
1,31235,0,2,1,3,4
1,31236,4,0,2,1,3
1,31238,2,1,4,3,0
1,31239,3,2,4,0,1
1,31240,0,3,4,2,1
1,31242,2,0,1,4,3
1,31246,0,1,3,2,4
1,31249,2,4,0,3,1
1,31250,1,4,3,0,2
1,31254,3,0,2,1,4
1,31258,2,4,1,0,3
1,31259,1,2,4,0,3
1,31260,1,3,2,0,4
1,31261,1,0,4,2,3
1,31263,1,4,0,2,3
1,31264,1,2,4,0,3
1,31265,0,4,3,2,1
1,31267,0,1,2,3,4
1,31268,1,0,2,3,4
1,31269,3,1,0,4,2
1,31271,2,1,0,4,3
1,31272,2,3,4,0,1
1,31273,0,2,1,4,3
1,31278,4,2,1,0,3
1,31279,1,0,3,4,2
1,31280,1,0,3,2,4
1,31282,0,1,3,2,4
1,31286,2,1,3,0,4
1,31289,4,0,1,2,3
1,31290,3,1,0,4,2
1,31296,2,3,4,1,0
1,31297,1,0,2,3,4
1,31298,0,4,3,1,2
1,31299,1,2,3,4,0
1,31300,2,0,3,1,4
1,31303,4,1,3,0,2
1,31304,1,0,3,2,4
1,31306,0,4,1,2,3
1,31308,1,2,0,3,4
1,31309,2,3,0,4,1
1,31314,1,3,2,0,4
1,31315,0,2,1,3,4
1,31320,3,4,0,1,2
1,31322,1,3,4,0,2
1,31326,0,1,4,3,2
1,31327,3,4,2,1,0
1,31331,2,1,4,3,0
1,31334,4,3,2,1,0
1,31335,4,3,1,0,2
1,31336,4,3,0,2,1
1,31337,2,1,0,4,3
1,31339,4,3,0,2,1
1,31341,3,1,2,4,0
1,31345,1,3,0,2,4
1,31346,2,3,1,4,0
1,31347,1,0,4,3,2
1,31348,0,2,1,4,3
1,31349,4,2,0,1,3
1,31352,3,1,2,0,4
1,31353,0,2,4,1,3
1,31355,2,1,4,3,0
1,31356,1,4,3,0,2
1,31358,4,1,0,3,2
1,31359,3,2,4,1,0
1,31361,4,2,0,1,3
1,31364,3,0,1,4,2
1,31365,1,3,2,0,4
1,31366,0,4,1,2,3
1,31367,3,1,2,0,4
1,31368,2,1,3,0,4
1,31370,3,0,4,2,1
1,31372,1,3,4,2,0
1,31373,2,0,1,3,4
1,31374,1,2,0,4,3
1,31375,2,3,0,4,1
1,31377,2,1,3,0,4
1,31379,0,3,1,2,4
1,31380,0,2,1,4,3
1,31381,0,2,3,4,1
1,31385,1,0,4,2,3
1,31387,1,2,3,4,0
1,31391,0,4,3,1,2
1,31392,0,1,3,4,2
1,31393,0,2,1,4,3
1,31395,4,2,0,3,1
1,31397,4,0,2,1,3
1,31400,4,3,0,1,2
1,31402,3,2,1,0,4
1,31403,0,4,2,1,3
1,31404,0,4,3,1,2
1,31405,4,3,1,0,2
1,31407,4,3,0,1,2
1,31408,2,4,3,0,1
1,31409,0,2,3,4,1
1,31410,4,2,1,3,0
1,31411,4,1,0,2,3
1,31416,1,2,3,4,0
1,31417,3,4,2,1,0
1,31418,2,4,3,1,0
1,31420,2,1,3,4,0
1,31422,4,3,0,1,2
1,31423,2,4,3,0,1
1,31424,0,2,1,4,3
1,31426,4,0,3,2,1
1,31428,3,1,2,4,0
1,31429,4,3,0,1,2
1,31432,4,0,2,1,3
1,31434,0,3,2,1,4
1,31435,2,4,3,1,0
1,31438,0,1,3,4,2
1,31440,4,0,2,3,1
1,31441,0,3,1,4,2
1,31443,4,2,0,1,3
1,31444,0,2,1,4,3
1,31446,4,0,3,2,1
1,31448,3,0,4,1,2
1,31449,0,1,2,3,4
1,31450,3,0,1,4,2
1,31451,3,4,2,0,1
1,31454,3,0,2,4,1
1,31455,0,1,3,4,2
1,31457,4,3,0,2,1
1,31458,2,4,3,0,1
1,31460,0,4,3,2,1
1,31463,3,4,1,2,0
1,31466,0,2,1,4,3
1,31467,2,1,4,3,0
1,31468,1,2,4,3,0
1,31477,3,1,2,4,0
1,31480,1,2,4,3,0
1,31481,2,0,1,4,3
1,31486,3,1,4,0,2
1,31488,2,1,3,4,0
1,31492,4,3,0,2,1
1,31497,0,1,2,3,4
1,31500,3,0,4,1,2
1,31501,2,4,3,1,0
1,31504,2,4,3,1,0
1,31505,4,0,2,1,3
1,31506,0,3,4,1,2
1,31507,1,2,4,3,0
1,31510,0,3,1,4,2
1,31512,2,3,0,4,1
1,31513,0,2,4,3,1
1,31514,3,1,2,0,4
1,31516,4,2,1,3,0
1,31517,4,2,1,3,0
1,31518,0,2,1,4,3
1,31519,2,1,4,3,0
1,31523,2,3,4,0,1
1,31526,1,0,2,3,4
1,31527,2,3,4,0,1
1,31528,0,2,4,3,1
1,31529,2,4,0,1,3
1,31530,3,1,0,4,2
1,31531,2,4,3,1,0
1,31532,4,1,3,0,2
1,31533,2,0,4,3,1
1,31534,2,4,1,3,0
1,31536,0,2,4,3,1
1,31538,1,2,0,4,3
1,31539,0,2,1,3,4
1,31543,1,2,3,4,0
1,31544,0,3,4,1,2
1,31545,3,4,2,1,0
1,31548,0,3,4,1,2
1,31549,1,2,4,3,0
1,31550,2,0,1,3,4
1,31551,1,4,2,0,3
1,31553,1,3,0,4,2
1,31554,3,2,0,1,4
1,31555,3,1,4,2,0
1,31556,2,0,4,1,3
1,31557,2,3,0,1,4
1,31561,3,2,4,0,1
1,31562,3,2,0,4,1
1,31563,2,4,3,1,0
1,31564,2,3,0,4,1
1,31565,2,4,1,0,3
1,31566,0,2,1,3,4
1,31567,3,2,1,0,4
1,31574,4,0,1,2,3
1,31575,0,2,4,3,1
1,31582,3,4,0,1,2
1,31583,2,0,1,3,4
1,31585,3,4,1,2,0
1,31589,4,0,1,3,2
1,31590,0,3,4,2,1
1,31593,3,1,2,0,4
1,31594,3,2,1,4,0
1,31595,0,1,2,4,3
1,31596,1,3,4,2,0
1,31597,1,0,3,2,4
1,31598,0,2,4,3,1
1,31600,2,4,1,3,0
1,31603,3,0,1,4,2
1,31604,4,3,1,2,0
1,31605,3,4,1,0,2
1,31606,2,4,3,1,0
1,31607,1,4,3,2,0
1,31609,0,3,2,1,4
1,31611,0,3,4,1,2
1,31612,1,4,3,0,2
1,31613,1,0,3,4,2
1,31614,3,4,2,1,0
1,31615,4,2,3,0,1
1,31616,1,2,3,0,4
